name,group,feature,workload,document,target_bytes,byte_count,mode,off_ns,on_ns,on_over_off,ratio_min,ratio_max,pairs,round_ratios,html_equal,ast_equal,off_html_bytes,on_html_bytes
double-autolinks-plain-300,interaction,double-autolinks,plain,,300,330,parse,155.1277238657798,155.51356302249204,1.002487235338063,0.9919761495453345,1.0088454126241044,9,"[1.002487235338063, 1.0086298012719694, 0.9975627944597374]",True,True,342,342
double-autolinks-plain-300,interaction,double-autolinks,plain,,300,330,render,52.19533442176643,112.52214751206164,2.164556505325452,2.132109652618212,2.181552916046714,9,"[2.1571805765570224, 2.1706372096772357, 2.145787030971553]",True,True,342,342
double-autolinks-plain-300,interaction,double-autolinks,plain,,300,330,fresh,540.072574723566,601.0671995192308,1.113681517299716,1.1036512970536572,1.115623867112692,9,"[1.1038910400803066, 1.1146352094286818, 1.113681517299716]",True,True,342,342
double-autolinks-plain-300,interaction,double-autolinks,plain,,300,330,reuse,205.26104607250755,264.49283810088014,1.2895993906899348,1.2710456827111642,1.2997829135186056,9,"[1.2938739482649124, 1.281374489038634, 1.2924602079570375]",True,True,342,342
double-autolinks-urls-300,interaction,double-autolinks,urls,,300,354,parse,2050.4416775884665,2039.2373696219036,0.9983422294168532,0.9908685825793718,1.005601464308284,9,"[0.9985093742248955, 0.9983422294168532, 0.9945356612241025]",True,True,846,846
double-autolinks-urls-300,interaction,double-autolinks,urls,,300,354,render,605.3860180162727,758.9400346041767,1.2520792865998376,1.2499568404401342,1.2704774157474192,9,"[1.2683703571793477, 1.2507722322359438, 1.2502661441986356]",True,True,846,846
double-autolinks-urls-300,interaction,double-autolinks,urls,,300,354,fresh,3099.9664603960396,3258.2628255208333,1.0507369945302787,1.0375129567541188,1.061322728347362,9,"[1.0507885161244177, 1.0507369945302787, 1.0469885308922282]",True,True,846,846
double-autolinks-urls-300,interaction,double-autolinks,urls,,300,354,reuse,2655.757003395586,2802.099630376344,1.0565793617637946,1.0510884154924554,1.0705953818499623,9,"[1.0571197904791778, 1.0549581225756426, 1.0545894969977279]",True,True,846,846
double-autolinks-plain-4096,interaction,double-autolinks,plain,,4096,4125,parse,1735.717536071032,1726.0853338852098,0.9923646132728489,0.9687509172046335,1.0093721734968764,9,"[0.9970363005159708, 1.0056303809076406, 0.9852328040758881]",True,True,4275,4275
double-autolinks-plain-4096,interaction,double-autolinks,plain,,4096,4125,render,532.4646933560477,821.646769847529,1.5435740122709725,1.5266024334546835,1.5531869175299235,9,"[1.5341587826090775, 1.5435740122709725, 1.5459587852012981]",True,True,4275,4275
double-autolinks-plain-4096,interaction,double-autolinks,plain,,4096,4125,fresh,2672.291239316239,2968.505396110057,1.113479757783286,1.093520590128608,1.1216553133328597,9,"[1.1149233203305013, 1.1120365853651395, 1.1153846813314794]",True,True,4275,4275
double-autolinks-plain-4096,interaction,double-autolinks,plain,,4096,4125,reuse,2255.281610750361,2546.730812296417,1.1301688212117633,1.1187391165607807,1.139073876906795,9,"[1.129866483711778, 1.1301688212117633, 1.1330985413356804]",True,True,4275,4275
double-autolinks-urls-4096,interaction,double-autolinks,urls,,4096,4130,parse,24125.30048076923,24222.616346153845,1.0012421726512972,0.9960408675849783,1.0191386098289439,9,"[1.0012421726512972, 1.003781315715247, 1.0006248852174102]",True,True,9870,9870
double-autolinks-urls-4096,interaction,double-autolinks,urls,,4096,4130,render,7102.639630681818,8437.836021505376,1.1881700751499096,1.1758753202384034,1.1992991651557199,9,"[1.1932407968053966, 1.1869592737400905, 1.1881700751499096]",True,True,9870,9870
double-autolinks-urls-4096,interaction,double-autolinks,urls,,4096,4130,fresh,32193.877551020407,33665.80784574468,1.0445224835240763,1.0324356197011775,1.0499337740258743,9,"[1.0357236896968027, 1.0349867048540635, 1.049796710889718]",True,True,9870,9870
double-autolinks-urls-4096,interaction,double-autolinks,urls,,4096,4130,reuse,31395.573125,32626.003255208332,1.0393527937041522,1.0096075764453194,1.0492843789303572,9,"[1.0337736049876987, 1.0374393329007778, 1.047146649708291]",True,True,9870,9870
double-autolinks-plain-65536,interaction,double-autolinks,plain,,65536,65670,parse,27175.556573275862,27340.494612068964,1.0048903676728442,0.9970037679274233,1.0123886251753689,9,"[1.0075402196575964, 1.0030626679144312, 1.0074477369712123]",True,True,68058,68058
double-autolinks-plain-65536,interaction,double-autolinks,plain,,65536,65670,render,8401.937668010753,12576.0835,1.501619631352231,1.4900090267224686,1.5164412481105445,9,"[1.501219681349979, 1.503656802865008, 1.501619631352231]",True,True,68058,68058
double-autolinks-plain-65536,interaction,double-autolinks,plain,,65536,65670,fresh,36311.642045454544,40544.03685897436,1.116667980783417,1.1045217055369063,1.131340038701493,9,"[1.116667980783417, 1.120252162031583, 1.114234091283357]",True,True,68058,68058
double-autolinks-plain-65536,interaction,double-autolinks,plain,,65536,65670,reuse,35630.296875,40045.6703125,1.1195214230654131,1.108407737355459,1.1341479594117312,9,"[1.1203576070996473, 1.128602097037124, 1.1136369927124257]",True,True,68058,68058
double-autolinks-urls-65536,interaction,double-autolinks,urls,,65536,65549,parse,388538.28125,386505.73125,0.9969577482913725,0.9804408048136116,1.0124512183634733,9,"[0.9933353072313723, 0.9953022398249693, 1.0026759534560434]",True,True,156651,156651
double-autolinks-urls-65536,interaction,double-autolinks,urls,,65536,65549,render,114533.57589285714,136592.6640625,1.1893224809611076,1.1822263329987603,1.2019566048441062,9,"[1.18597251818151, 1.187612734368729, 1.1894346684866475]",True,True,156651,156651
double-autolinks-urls-65536,interaction,double-autolinks,urls,,65536,65549,fresh,508728.515625,529333.7708333334,1.0414116076541202,1.0392597571030275,1.0482056839634675,9,"[1.0438670073236536, 1.0414116076541202, 1.0402683566016784]",True,True,156651,156651
double-autolinks-urls-65536,interaction,double-autolinks,urls,,65536,65549,reuse,506136.390625,528149.3125,1.0444183252614543,1.033696406530636,1.0573077892215874,9,"[1.045616062029834, 1.0444183252614543, 1.0421963315697587]",True,True,156651,156651
