name,group,feature,workload,document,target_bytes,byte_count,mode,off_ns,on_ns,on_over_off,ratio_min,ratio_max,pairs,round_ratios,html_equal,ast_equal,off_html_bytes,on_html_bytes
parser.line_comments-plain-300,feature,parser.line_comments,plain,,300,330,parse,99.67222052413354,99.70499441667553,1.000621969833187,0.9821962940049077,1.0251786736681727,9,"[0.9973527053159326, 1.004928664653885, 1.000621969833187]",True,True,342,342
parser.line_comments-plain-300,feature,parser.line_comments,plain,,300,330,render,51.850151747690944,51.674328597806316,1.0007937665362205,0.9798564115804688,1.0104649421988048,9,"[1.008151816749596, 1.005038019731023, 0.9853752315719312]",True,True,342,342
parser.line_comments-plain-300,feature,parser.line_comments,plain,,300,330,fresh,465.6551173038729,466.1005374005964,1.0009565450484095,0.9834051956857912,1.0153337455865543,9,"[0.998930843011829, 1.0118342073480004, 1.0071636628635678]",True,True,342,342
parser.line_comments-plain-300,feature,parser.line_comments,plain,,300,330,reuse,149.64979549082202,150.1025256163945,1.0072033557946036,0.9903909179152612,1.0149822631800567,9,"[0.9918264779504808, 1.0123630510785342, 0.9990259949080684]",True,True,342,342
parser.line_comments-plain-4096,feature,parser.line_comments,plain,,4096,4125,parse,991.5763742071881,992.2825727513227,1.0009100228631356,0.9907817331844389,1.0371327414163174,9,"[1.0118313043739624, 1.0009100228631356, 0.9972841277306447]",True,True,4275,4275
parser.line_comments-plain-4096,feature,parser.line_comments,plain,,4096,4125,render,531.7083864795918,529.5729460756635,1.0004312817149845,0.981063192324124,1.0231073734194027,9,"[1.0004312817149845, 1.0218144940344154, 0.9985941851100637]",True,True,4275,4275
parser.line_comments-plain-4096,feature,parser.line_comments,plain,,4096,4125,fresh,1918.9140465235173,1924.337730532787,1.0068903592362222,0.9876579999364816,1.0183196637764664,9,"[1.0062200680867701, 1.0081732492308593, 1.0068903592362222]",True,True,4275,4275
parser.line_comments-plain-4096,feature,parser.line_comments,plain,,4096,4125,reuse,1513.774747983871,1525.2159552845528,1.0096975434214592,0.9864513379731117,2.274765508875411,9,"[0.9885889592042645, 1.0120289993305838, 1.0096975434214592]",True,True,4275,4275
parser.line_comments-plain-65536,feature,parser.line_comments,plain,,65536,65670,parse,15303.11239919355,15462.773053278688,1.0116014662752428,0.9949922001342644,1.0283196038735534,9,"[1.0147379022025822, 1.0054171669574368, 0.9977026313445634]",True,True,68058,68058
parser.line_comments-plain-65536,feature,parser.line_comments,plain,,65536,65670,render,8379.789620535714,8371.174502212389,1.0041924055208449,0.5716748453353634,1.009958143492983,9,"[1.0041924055208449, 1.0001966880603166, 1.0042521945472347]",True,True,68058,68058
parser.line_comments-plain-65536,feature,parser.line_comments,plain,,65536,65670,fresh,24096.8421875,24508.346955128207,1.015313717612301,0.9968377664781026,1.0235066152292671,9,"[1.015313717612301, 1.0160694229577565, 1.014344077803143]",True,True,68058,68058
parser.line_comments-plain-65536,feature,parser.line_comments,plain,,65536,65670,reuse,23724.2515625,23782.16171875,1.0022008069088488,0.9860701894990193,1.0131107980373357,9,"[1.002876831265652, 1.0046171108796174, 0.999947772543492]",True,True,68058,68058
