case,profile,category,mode,baseline_ns_per_document,candidate_ns_per_document,baseline_over_candidate_median,baseline_over_candidate_min,baseline_over_candidate_max,pairs,round_medians
comment-review,gfm,comments,fresh,482.4465981012658,494.3125988611199,0.9719798297981276,0.9620754447136324,1.0003678561188543,9,"[0.99936273408411, 0.9718387184303636, 0.9719798297981276]"
comment-review,gfm,comments,reuse,162.11511826953003,170.7362461756993,0.9455542266913023,0.9299186501434936,0.9645705460986875,9,"[0.9406183001108034, 0.9593618220744959, 0.948574368272721]"
guard-angle-link,commonmark,syntax-guard,fresh,521.9740731462925,529.2865094818828,0.9931965160075105,0.9807076335116944,1.0029022201206235,9,"[0.9931965160075105, 0.9875662067811946, 0.9973015892248126]"
guard-angle-link,commonmark,syntax-guard,reuse,198.85901310766099,207.51801958831342,0.9577111595565304,0.9517982488769176,1.332879914692817,9,"[0.9550698053665314, 0.9577111595565304, 0.9628336922621039]"
legacy-contributing,gfm,technical-docs,fresh,12673.523689516129,12841.274077868853,0.987196326096984,0.9818409372127006,1.004081565512684,9,"[0.9858544734486591, 0.9869366242527421, 0.9925754494474448]"
legacy-contributing,gfm,technical-docs,reuse,12120.68992248062,12387.190452755905,0.9795455025572366,0.9712163611365999,0.9858505937707541,9,"[0.9826376376569457, 0.9763336032159621, 0.981580369385629]"
wiki-rainbow-article-body,commonmark,encyclopedia,fresh,47088.77113970588,48504.26136363636,0.9703205776409606,0.9046129116056959,0.98721894384096,9,"[0.9452788576150747, 0.9782121135820286, 0.9509104202723015]"
wiki-rainbow-article-body,commonmark,encyclopedia,reuse,46596.04779411765,48071.298295454544,0.9677324838966952,0.9558792860800007,0.9908499652084949,9,"[0.9677324838966952, 0.9837228642800734, 0.9653557032838003]"
