case,bytes,category,profile,mode,engine,strict_all_six,strict_configurable_five,ns,round_min_ns,round_max_ns,speed_relative_to_v2
legacy-docs-releasing,4141,technical-docs,gfm,fresh,bun,no,yes,18031.631473214286,17654.13204225352,18059.346875,0.19887206947675667
legacy-docs-markdown-extensions,3707,technical-docs,gfm,fresh,v2,no,yes,2585.492974136091,2581.842274165034,2677.382118956725,1.0
legacy-docs-markdown-extensions,3707,technical-docs,gfm,fresh,ox-content,no,yes,3311.878771442369,3296.1868792157493,3350.8997393966492,0.7806725887524179
legacy-docs-markdown-extensions,3707,technical-docs,gfm,fresh,v1,no,yes,5866.042289513953,5848.231184796783,5944.740058581407,0.4407559384216985
legacy-docs-markdown-extensions,3707,technical-docs,gfm,fresh,md4c,no,yes,9496.5994238081,9460.74807224026,9504.630867830087,0.2722546101770099
legacy-docs-markdown-extensions,3707,technical-docs,gfm,fresh,pulldown-cmark,no,yes,7511.676121898307,7498.6668226047905,8103.689979633666,0.34419654577475317
legacy-docs-markdown-extensions,3707,technical-docs,gfm,fresh,bun,no,yes,16050.706129807691,16043.144030448719,17607.69077413099,0.16108281799107793
legacy-docs-readme,1825,readme,gfm,fresh,v2,no,yes,2993.296824562157,2933.2562220144637,3072.6284211914954,1.0
legacy-docs-readme,1825,readme,gfm,fresh,ox-content,no,yes,4039.580173218546,3941.0741346621235,4158.999698192605,0.7409920576417821
legacy-docs-readme,1825,readme,gfm,fresh,v1,no,yes,4764.887298003802,4698.691789603925,4890.008589160372,0.6281988717374629
legacy-docs-readme,1825,readme,gfm,fresh,md4c,no,yes,9173.515001912034,9043.923828328641,9548.443228805229,0.326297697658778
legacy-docs-readme,1825,readme,gfm,fresh,pulldown-cmark,no,yes,5217.026888561117,5111.795790816326,5345.8699010734945,0.5737552994264371
legacy-docs-readme,1825,readme,gfm,fresh,bun,no,yes,10124.931703629032,10056.104125,10536.961659663866,0.2956362484390175
rust-book-ch03-04-comments,393,technical-docs,gfm,fresh,v2,no,yes,342.3248437183683,342.2852304428876,343.1975091198484,1.0
rust-book-ch03-04-comments,393,technical-docs,gfm,fresh,ox-content,no,yes,680.2434358724238,679.2423349710721,684.1501394955608,0.5032387314099266
