case,profile,mode,baseline_ns_per_document,candidate_ns_per_document,baseline_over_candidate_median,baseline_over_candidate_min,baseline_over_candidate_max,pairs,round_medians
scan-short-reference,commonmark,render,44.205261575820444,43.70203108977347,1.0123377815947372,0.9897249274128073,1.021387133327451,3,[1.0123377815947372]
scan-long-clean-links,gfm,fresh,26686.34375,21573.56818181818,1.2323136504000076,1.226418386272885,1.2461129380170015,3,[1.2323136504000076]
scan-long-clean-links,gfm,reuse,26317.057291666668,21033.572010869564,1.2511929632335748,1.2253402975583152,1.2785723773344122,3,[1.2511929632335748]
scan-long-clean-links,gfm,parse,24204.296875,19382.29125,1.2459115329500219,1.2412018335947723,1.2532951309355649,3,[1.2459115329500219]
scan-long-clean-links,gfm,render,1981.6884229957807,1963.5525627615064,1.0146282094800019,0.9950180523166204,1.0189726055281134,3,[1.0146282094800019]
scan-many-short-links,gfm,fresh,10633.882638888888,10157.385638297872,1.0488710241539139,1.031804485993371,1.055756074720239,3,[1.0488710241539139]
scan-many-short-links,gfm,reuse,10088.015292553191,9677.136479591836,1.0502930969537423,1.0375866171678192,1.0667326167544782,3,[1.0502930969537423]
scan-many-short-links,gfm,parse,6417.739864864865,6197.7109375,1.0355016440075566,1.0310164725732271,1.047410003792838,3,[1.0355016440075566]
scan-many-short-links,gfm,render,3614.6134615384617,3509.2796175373132,1.027401897696739,1.0231452049629968,1.0300158025239003,3,[1.027401897696739]
scan-escaped-links,gfm,fresh,16388.963362068964,16492.771551724138,0.9963205673061962,0.9903420068569377,1.006713298903412,3,[0.9963205673061962]
scan-escaped-links,gfm,reuse,16203.215517241379,16201.73275862069,1.0018080671858436,0.9951165341694035,1.0057060733712497,3,[1.0018080671858436]
scan-escaped-links,gfm,parse,14135.608455882353,14019.798713235294,1.0016116913443245,1.001236935519593,1.0250115256969612,3,[1.0016116913443245]
scan-escaped-links,gfm,render,2234.331547619048,2238.5105654761905,0.9996503985130719,0.9975320404305292,1.0000500327864252,3,[0.9996503985130719]
scan-unicode-links,commonmark,fresh,26503.255208333332,21944.957386363636,1.203502327513202,0.6541647584383863,1.2277007693067805,3,[1.203502327513202]
scan-unicode-links,commonmark,reuse,25437.77467105263,21008.54891304348,1.2108296853981761,1.1929788230708938,1.229471805186039,3,[1.2108296853981761]
scan-unicode-links,commonmark,parse,23683.0734375,18756.6675,1.2664582551825192,1.2572510326979545,1.2725648092871509,3,[1.2664582551825192]
scan-unicode-links,commonmark,render,1968.7990324267782,1963.2093357740587,1.0027637417066937,1.0015770805271338,1.0043103632221888,3,[1.0027637417066937]
scan-long-references,gfm,fresh,61907.55078125,53227.864583333336,1.1476614153966584,1.1452547870181748,1.1865003858519756,3,[1.1476614153966584]
scan-long-references,gfm,reuse,61928.05859375,53137.586805555555,1.1812397634547371,1.1401719104292591,1.182838394389316,3,[1.1812397634547371]
scan-long-references,gfm,parse,60145.5078125,50930.859375,1.1667441502942721,1.149524980676588,1.2002269346774939,3,[1.1667441502942721]
scan-long-references,gfm,render,2150.8863245412845,2128.599971719457,0.9976229916170746,0.9975946392121572,1.0175421360197763,3,[0.9976229916170746]
