case,profile,mode,baseline_ns_per_document,candidate_ns_per_document,baseline_over_candidate_median,baseline_over_candidate_min,baseline_over_candidate_max,pairs,round_medians
scan-empty,commonmark,fresh,314.5924086183769,306.0201737924282,1.028011992541914,1.0248334692365404,1.0369229069310564,3,[1.028011992541914]
scan-empty,commonmark,reuse,32.230500979785475,32.37519424684025,1.0040203778679466,0.9929261556851826,1.012673155056383,3,[1.0040203778679466]
scan-empty,commonmark,parse,15.606273096514299,15.46944817998812,1.0088448479179226,0.9890633869317438,1.0253192183329212,3,[1.0088448479179226]
scan-empty,commonmark,render,18.699935423066183,18.562305716152537,1.0074144725886012,0.9941896021325848,1.0076856629340685,3,[1.0074144725886012]
scan-short-link,commonmark,fresh,506.5483598812095,516.9356739250276,0.9779985707132475,0.9756371868036574,0.9845723261974536,3,[0.9779985707132475]
scan-short-link,commonmark,reuse,154.10469058185404,152.04853227375932,1.0056303266692983,0.9991805141600055,1.0143571334998822,3,[1.0056303266692983]
scan-short-link,commonmark,parse,115.50079299088445,116.22304164600892,0.9944046388618397,0.987719102995142,0.9988458684835316,3,[0.9944046388618397]
scan-short-link,commonmark,render,33.40863311595752,33.46385770631068,1.0044375975941242,0.9907620830449775,1.0154854613737956,3,[1.0044375975941242]
scan-short-title,commonmark,fresh,542.0354407514451,538.9203304597701,0.9985237496622494,0.9864531681958957,1.0152487344168766,3,[0.9985237496622494]
scan-short-title,commonmark,reuse,165.12837927087003,165.23240879450123,1.004357223049502,0.9993704048473894,1.0044649333071276,3,[1.004357223049502]
scan-short-title,commonmark,parse,122.60490487709205,124.47515600106213,0.9879684058087772,0.98497490435799,0.9960457339775897,3,[0.9879684058087772]
scan-short-title,commonmark,render,38.515497904855806,38.531005979779714,1.0027032104383942,0.9883703369504646,1.011806108555334,3,[1.0027032104383942]
scan-short-entity,commonmark,fresh,545.218640988372,559.108983909416,0.9692983947140573,0.9559121923336785,0.9856252596288793,3,[0.9692983947140573]
scan-short-entity,commonmark,reuse,228.354846566001,239.25317283163264,0.9647516774497993,0.9544485611762356,0.9710165733844583,3,[0.9647516774497993]
scan-short-entity,commonmark,parse,190.06932762464533,189.00204050785973,1.0056469608154375,0.9984445717702807,1.0141478407268345,3,[1.0056469608154375]
scan-short-entity,commonmark,render,42.041877802690585,41.832246675887916,1.005011232803891,1.003316464504539,1.012361834230838,3,[1.005011232803891]
scan-short-reference,commonmark,fresh,817.3839285714286,819.9869427447552,0.9939074147967808,0.9791701865412772,1.0139317323238632,3,[0.9939074147967808]
scan-short-reference,commonmark,reuse,486.2127590673575,494.30459694415174,0.9818099002076689,0.9638268611576533,0.9856162488950058,3,[0.9818099002076689]
scan-short-reference,commonmark,parse,435.5728586350975,447.88559574976125,0.9657310661298809,0.9557900345611284,0.9843706238545524,3,[0.9657310661298809]
scan-short-reference,commonmark,render,43.611615033956646,43.317911430419514,0.9994628499114672,0.9981445401772283,1.0067801884679712,3,[0.9994628499114672]
scan-long-clean-links,gfm,fresh,26500.578125,21654.592329545456,1.2311982981016876,1.15564433805102,1.2438981030903982,3,[1.2311982981016876]
scan-long-clean-links,gfm,reuse,25850.534539473683,21050.384510869564,1.2280314654644677,1.210542394813305,1.239378989316826,3,[1.2280314654644677]
scan-long-clean-links,gfm,parse,23780.403125,19197.76,1.2351494754319852,1.2328638779081071,1.2400263429170906,3,[1.2351494754319852]
scan-long-clean-links,gfm,render,1937.7421229338843,1937.4893261316872,1.0084424507648622,0.9953338078212165,1.0094871458507821,3,[1.0084424507648622]
scan-many-short-links,gfm,fresh,10418.923611111111,10678.918323863636,0.9824452961233897,0.9699181430472231,0.9831991284189487,3,[0.9824452961233897]
scan-many-short-links,gfm,reuse,10010.333776595744,10249.179347826086,0.973898217882189,0.9600686292443676,0.9766961272581299,3,[0.973898217882189]
scan-many-short-links,gfm,parse,6375.615709459459,6556.694878472223,0.9723825536540818,0.971489298953651,0.9835452393835076,3,[0.9723825536540818]
scan-many-short-links,gfm,render,3542.2638627819547,3571.6441761363635,0.9948437109028693,0.9752638430194509,0.9954690877053334,3,[0.9948437109028693]
scan-escaped-links,gfm,fresh,16310.390086206897,16727.774784482757,0.9750484028118886,0.9479319494015048,0.996334758547133,3,[0.9750484028118886]
scan-escaped-links,gfm,reuse,15998.914583333333,16682.696120689656,0.9597716936102202,0.9550079506119378,0.9610288389446822,3,[0.9597716936102202]
scan-escaped-links,gfm,parse,13813.72518382353,14243.923295454546,0.9697977795367447,0.9491835527830706,0.988100119216289,3,[0.9697977795367447]
scan-escaped-links,gfm,render,2195.0569509345796,2217.681308962264,0.9921723231541726,0.9823241539284344,0.9997591302108857,3,[0.9921723231541726]
scan-unicode-links,commonmark,fresh,25815.378289473683,22035.688920454544,1.1715258090029876,1.1603744217961638,1.1994157505721912,3,[1.1715258090029876]
scan-unicode-links,commonmark,reuse,25654.947368421053,21460.28693181818,1.1902160974237204,1.167794142177287,1.2201632088580452,3,[1.1902160974237204]
scan-unicode-links,commonmark,parse,23778.8421875,19549.9140625,1.216108597827444,1.1986037951657207,1.224060322469879,3,[1.216108597827444]
scan-unicode-links,commonmark,render,1910.9925050813008,1934.8261316872429,0.9876817734598414,0.9688521350038658,1.0051982334213796,3,[0.9876817734598414]
scan-long-references,gfm,fresh,61150.5546875,53882.666666666664,1.1349163190104379,1.1348835993176531,1.1402982021731314,3,[1.1349163190104379]
scan-long-references,gfm,reuse,60735.3515625,54401.1875,1.1247127820049885,1.1065153154879777,1.1249155675740126,3,[1.1247127820049885]
scan-long-references,gfm,parse,59313.3125,51095.3125,1.1653715031275182,1.1368307097881718,1.1715747989358123,3,[1.1653715031275182]
scan-long-references,gfm,render,2103.8338004484303,2109.6785313901346,0.9972295632463715,0.9885242989591793,1.0014830929926983,3,[0.9972295632463715]
scan-dense-escapes,commonmark,fresh,5800.073688271605,5719.707078313253,1.0177381939580932,0.986029246527479,1.0178952521103166,3,[1.0177381939580932]
scan-dense-escapes,commonmark,reuse,5418.85165229885,5400.607758620689,1.0032119096855585,0.999892243550253,1.0098708772998375,3,[1.0032119096855585]
scan-dense-escapes,commonmark,parse,3522.815531716418,3582.9954675572517,0.9829232069307896,0.9764077526517008,1.019060375702526,3,[0.9829232069307896]
scan-dense-escapes,commonmark,render,1897.067162298387,1890.8140120967741,1.005716209157612,0.9787498769219642,1.0075474803638127,3,[1.005716209157612]
scan-dense-entities,commonmark,fresh,17696.131944444445,17706.30787037037,0.9974970339744742,0.9651197904408007,1.0036870559561255,3,[0.9974970339744742]
scan-dense-entities,commonmark,reuse,17168.29464285714,17315.19754464286,0.9915159557719763,0.9905827398679269,1.006420082734741,3,[0.9915159557719763]
scan-dense-entities,commonmark,parse,15399.445564516129,15331.863911290322,1.0044079215427968,0.9738216637424063,1.019629721464584,3,[1.0044079215427968]
scan-dense-entities,commonmark,render,1965.0725679916318,1970.7249212184875,0.9986847093810485,0.9919672979796669,1.0022042714121442,3,[0.9986847093810485]
scan-malformed-entities,commonmark,fresh,8810.88425925926,9035.857572115385,0.9649083372519784,0.9638334081721429,0.9870217069116577,3,[0.9649083372519784]
scan-malformed-entities,commonmark,reuse,8488.560267857143,8727.767939814816,0.9657353171846577,0.9644299964374775,0.9949110116623697,3,[0.9657353171846577]
scan-malformed-entities,commonmark,parse,5616.2109375,5844.907407407408,0.9593372070147438,0.9556771570014144,0.9611262874686387,3,[0.9593372070147438]
scan-malformed-entities,commonmark,render,2862.0823170731705,2880.4718174846626,0.9993817492265211,0.9894952107779108,1.0032974991747803,3,[0.9993817492265211]
scan-mdx-links,mdx,fresh,14912.353515625,14250.591856060606,1.0459371077108197,1.037144852806258,1.060708411898097,3,[1.0459371077108197]
scan-mdx-links,mdx,reuse,14794.8408203125,14102.44393382353,1.0416303903507025,1.0206644057626812,1.0712433235521304,3,[1.0416303903507025]
scan-mdx-links,mdx,parse,12758.305743243243,12032.886217948719,1.056233389686217,1.0557604291245084,1.060689936428514,3,[1.056233389686217]
scan-mdx-links,mdx,render,1819.7927567829458,1811.49444980695,1.0026774977446438,0.9902860587102171,1.0156469017535588,3,[1.0026774977446438]
scan-extension-links,extensions,fresh,4403.804030373832,4369.056423611111,1.0079531146759604,1.000199717625906,1.0146880163817988,3,[1.0079531146759604]
scan-extension-links,extensions,reuse,3929.8502604166665,3924.858854166667,1.0012717415926182,0.9941178341772107,1.0382892744799594,3,[1.0012717415926182]
scan-extension-links,extensions,parse,3442.565693430657,3392.4422212230215,1.0087488044049313,1.0022439941728272,1.0219034831526421,3,[1.0087488044049313]
scan-extension-links,extensions,render,475.79262804259633,476.4606199186992,1.0013024713463452,0.9940773933036173,1.0039063316493422,3,[1.0013024713463452]
