case,bytes,category,profile,mode,engine,strict_all_six,ns,round_min_ns,round_max_ns,speed_relative_to_v2
legacy-contributing,9323,technical-docs,gfm,reuse,v1,no,14718.267463235294,14546.968246708768,14733.287316176471,0.7383206857882548
legacy-contributing,9323,technical-docs,gfm,reuse,md4c,no,23076.40902777778,23007.279829545456,23083.060795454545,0.47090521380471884
legacy-contributing,9323,technical-docs,gfm,reuse,pulldown-cmark,no,21909.76830478675,21841.336745689652,22022.763432017542,0.49597974638082815
legacy-contributing,9323,technical-docs,gfm,reuse,bun,no,48130.20833333333,47571.92766203704,48207.89910523505,0.22577922895764543
legacy-node-ferromark-readme,9075,readme,gfm,reuse,v2,no,10790.307314692014,10709.51842948718,10813.992995689656,1.0
legacy-node-ferromark-readme,9075,readme,gfm,reuse,ox-content,no,10993.300171624713,10909.69592455006,11015.619243421053,0.9815348572527245
legacy-node-ferromark-readme,9075,readme,gfm,reuse,v1,no,14738.970772058823,14564.736563585939,14764.613970588234,0.7320936774735705
legacy-node-ferromark-readme,9075,readme,gfm,reuse,md4c,no,25241.276250000003,25055.442499999997,25285.0,0.4274865980555168
legacy-node-ferromark-readme,9075,readme,gfm,reuse,pulldown-cmark,no,22107.33059210526,22023.586074561405,22110.47149122807,0.4880873007139694
legacy-node-ferromark-readme,9075,readme,gfm,reuse,bun,no,47602.068865740745,46751.615740740745,47706.98263888889,0.22667727625716302
legacy-docs-migration-0-2,1985,technical-docs,gfm,reuse,v2,no,2333.4219916044776,2292.858026157711,2337.6079776023325,1.0
legacy-docs-migration-0-2,1985,technical-docs,gfm,reuse,ox-content,no,2345.0192819884796,2328.3241911945406,2359.1524219499524,0.9950545010554591
legacy-docs-migration-0-2,1985,technical-docs,gfm,reuse,v1,no,3460.657804249885,3414.4754411107806,3468.2251558171747,0.6742712292266813
legacy-docs-migration-0-2,1985,technical-docs,gfm,reuse,md4c,no,5439.863586956522,5342.056633024186,5461.127588048224,0.4289486223881532
legacy-docs-migration-0-2,1985,technical-docs,gfm,reuse,pulldown-cmark,no,4678.268773320895,4610.367092535815,4695.702654415181,0.49877895107511855
legacy-docs-migration-0-2,1985,technical-docs,gfm,reuse,bun,no,8942.46331053698,8839.61648419802,8996.05882258479,0.2609372731621931
legacy-docs-migration-0-3,2379,technical-docs,gfm,reuse,v2,no,2946.4386574458545,2937.2436350564813,2973.4642091887226,1.0
legacy-docs-migration-0-3,2379,technical-docs,gfm,reuse,ox-content,no,2964.214013181354,2958.7258421985816,2979.7712627870624,0.9940033494017451
legacy-docs-migration-0-3,2379,technical-docs,gfm,reuse,v1,no,3568.9069075707375,3557.509898792614,3589.532190186246,0.8255857420084456
legacy-docs-migration-0-3,2379,technical-docs,gfm,reuse,md4c,no,6368.953982084586,6366.718194796955,6371.146573604061,0.46262520748838454
legacy-docs-migration-0-3,2379,technical-docs,gfm,reuse,pulldown-cmark,no,5245.992188324103,5181.837940121224,5256.12252942495,0.5616551744022193
legacy-docs-migration-0-3,2379,technical-docs,gfm,reuse,bun,no,10887.110794602699,10799.799030172413,10922.95625,0.2706354985297436
legacy-docs-migration-0-4,7045,technical-docs,gfm,reuse,v2,no,7566.723926957831,7535.394086826347,7586.097910962029,1.0
legacy-docs-migration-0-4,7045,technical-docs,gfm,reuse,ox-content,no,7520.9346931137725,7492.098400297619,7564.3093054034325,1.0060882371290876
legacy-docs-migration-0-4,7045,technical-docs,gfm,reuse,v1,no,11750.359082943925,11600.754007124957,11765.965829439252,0.6439568249400316
legacy-docs-migration-0-4,7045,technical-docs,gfm,reuse,md4c,no,18976.1875,18935.177705223883,19207.887685751746,0.39874837487550285
legacy-docs-migration-0-4,7045,technical-docs,gfm,reuse,pulldown-cmark,no,16051.265424679486,16021.53198535378,16169.362580128205,0.4714098064395396
legacy-docs-migration-0-4,7045,technical-docs,gfm,reuse,bun,no,33366.94777960527,33078.399291497975,33805.93137668919,0.22677303231141827
legacy-docs-migration-0-8,2374,technical-docs,gfm,reuse,v2,no,2977.1359290520477,2945.7107720588237,2984.581421095437,1.0
legacy-docs-migration-0-8,2374,technical-docs,gfm,reuse,ox-content,no,2975.353529719489,2960.342311935593,2998.670728924035,1.0005990546382992
legacy-docs-migration-0-8,2374,technical-docs,gfm,reuse,v1,no,4105.9234118852455,4072.641922373723,4133.987778465346,0.7250831616669362
legacy-docs-migration-0-8,2374,technical-docs,gfm,reuse,md4c,no,6881.36329551973,6869.908982240437,6902.113885294609,0.432637516898778
legacy-docs-migration-0-8,2374,technical-docs,gfm,reuse,pulldown-cmark,no,5691.198991391868,5624.214686098654,5767.40335693411,0.5231122534206003
legacy-docs-migration-0-8,2374,technical-docs,gfm,reuse,bun,no,10685.944309765682,10623.261917372882,10740.236101900973,0.2786029800222054
legacy-docs-releasing,4141,technical-docs,gfm,reuse,v2,no,5151.107755554804,5097.24599847561,5170.45719266529,1.0
legacy-docs-releasing,4141,technical-docs,gfm,reuse,ox-content,no,5093.945884146342,5053.248461120134,5185.701817335225,1.0112215309523338
legacy-docs-releasing,4141,technical-docs,gfm,reuse,v1,no,8593.49582619863,8537.419323979591,8685.182966654695,0.5994193585165699
legacy-docs-releasing,4141,technical-docs,gfm,reuse,md4c,no,10580.066024026135,10478.271354166667,10636.150423728814,0.48686915033017936
legacy-docs-releasing,4141,technical-docs,gfm,reuse,pulldown-cmark,no,11476.728905598415,11468.433342889908,11634.524450231482,0.44883065531347205
legacy-docs-releasing,4141,technical-docs,gfm,reuse,bun,no,20879.53567708333,20764.376280737706,21192.08964954096,0.24670604917754393
legacy-docs-readme-theme,2848,technical-docs,gfm,reuse,v2,no,2441.6046142578125,2436.0814725455284,2461.196332767082,1.0
legacy-docs-readme-theme,2848,technical-docs,gfm,reuse,ox-content,no,2474.0113252338547,2463.9953248031497,2496.18475062251,0.9869011468761247
legacy-docs-readme-theme,2848,technical-docs,gfm,reuse,v1,no,3834.7432898773004,3827.890099388379,3868.286651234568,0.6367061442425618
legacy-docs-readme-theme,2848,technical-docs,gfm,reuse,md4c,no,6679.5306748848,6645.551558278454,6713.696687582658,0.3655353546677024
legacy-docs-readme-theme,2848,technical-docs,gfm,reuse,pulldown-cmark,no,6149.64705882353,6134.988519249163,6186.146771585256,0.397031665541617
legacy-docs-readme-theme,2848,technical-docs,gfm,reuse,bun,no,13823.231456043955,13798.334478021978,13904.665661248473,0.17663052391344178
legacy-docs-markdown-extensions,3707,technical-docs,gfm,reuse,v2,no,3907.5009634995813,3890.756776966812,3944.381936901077,1.0
legacy-docs-markdown-extensions,3707,technical-docs,gfm,reuse,ox-content,no,3983.8427697844,3939.4553044647637,3987.1240538947204,0.980837143758826
legacy-docs-markdown-extensions,3707,technical-docs,gfm,reuse,v1,no,6318.379004396985,6286.087383401382,6354.645859771574,0.6184340889934484
legacy-docs-markdown-extensions,3707,technical-docs,gfm,reuse,md4c,no,9275.487037037037,9193.119039991681,9306.456972947763,0.4212717831308397
legacy-docs-markdown-extensions,3707,technical-docs,gfm,reuse,pulldown-cmark,no,9206.078699448528,9130.987682481751,9222.517463235294,0.424447920886626
legacy-docs-markdown-extensions,3707,technical-docs,gfm,reuse,bun,no,18883.512126865673,18808.943330223883,19153.803740530304,0.20692660016037795
legacy-docs-mdx,7422,technical-docs,gfm,reuse,v2,no,7645.924637957317,7609.323674242424,7673.194358002581,1.0
legacy-docs-mdx,7422,technical-docs,gfm,reuse,ox-content,no,7702.274252300613,7700.4529332822085,7722.247372756192,0.9926840290935545
legacy-docs-mdx,7422,technical-docs,gfm,reuse,v1,no,10142.793346774193,10063.791625,10230.008257113821,0.7538282972499899
legacy-docs-mdx,7422,technical-docs,gfm,reuse,md4c,no,19292.357451923075,19215.35653409091,19322.48605769231,0.39631883542543245
legacy-docs-mdx,7422,technical-docs,gfm,reuse,pulldown-cmark,no,15171.137612951807,15089.934546220597,15257.651479393182,0.5039783326090119
legacy-docs-mdx,7422,technical-docs,gfm,reuse,bun,no,36875.34466911765,36803.1456407563,36954.177849264706,0.20734517077912556
legacy-docs-readme,1825,readme,gfm,reuse,v2,no,4426.693414733854,4392.3884868421055,4435.658734736424,1.0
legacy-docs-readme,1825,readme,gfm,reuse,ox-content,no,4476.397377232142,4439.35388962766,4479.243415178571,0.9888964365069347
legacy-docs-readme,1825,readme,gfm,reuse,v1,no,5082.230970837036,4994.484767857142,5084.4349135767425,0.8710138205318095
legacy-docs-readme,1825,readme,gfm,reuse,md4c,no,8947.232705642098,8910.844193262412,8965.239617614418,0.4947555920773576
legacy-docs-readme,1825,readme,gfm,reuse,pulldown-cmark,no,6336.558948863636,6299.85215138191,6338.758687365405,0.6985957915735501
legacy-docs-readme,1825,readme,gfm,reuse,bun,no,12362.279105392157,12355.992034313726,12497.988861386139,0.3580806886007797
legacy-docs-adr-readme-theme-composition,1532,technical-docs,gfm,reuse,v2,no,1483.5925831951963,1475.6231367846212,1491.2443589559184,1.0
legacy-docs-adr-readme-theme-composition,1532,technical-docs,gfm,reuse,ox-content,no,1490.5998770858164,1474.1915667832031,1494.872335855013,0.9952990108221935
legacy-docs-adr-readme-theme-composition,1532,technical-docs,gfm,reuse,v1,no,2044.027985104514,2024.4973765738673,2051.5757482612016,0.7258181365453947
legacy-docs-adr-readme-theme-composition,1532,technical-docs,gfm,reuse,md4c,no,3694.58488785677,3665.8342650293253,3698.6549763488156,0.4015586671377928
legacy-docs-adr-readme-theme-composition,1532,technical-docs,gfm,reuse,pulldown-cmark,no,3362.4236811155915,3327.2107712765956,3372.623947102426,0.44122713967532107
legacy-docs-adr-readme-theme-composition,1532,technical-docs,gfm,reuse,bun,no,7678.005755278908,7644.491615853658,7687.268309049079,0.19322629214951714
rust-book-ch03-04-comments,393,technical-docs,gfm,reuse,v2,no,639.0201401850222,636.3672232824428,649.0708548498822,1.0
rust-book-ch03-04-comments,393,technical-docs,gfm,reuse,ox-content,no,694.8085996994857,690.3358343090264,701.1717025153912,0.9197067227743111
rust-book-ch03-04-comments,393,technical-docs,gfm,reuse,v1,no,817.2151275837462,810.8910018904849,828.2527978666751,0.7819484963211686
rust-book-ch03-04-comments,393,technical-docs,gfm,reuse,md4c,no,1880.4790940373186,1868.4315198112577,1906.437815016068,0.3398177316680877
rust-book-ch03-04-comments,393,technical-docs,gfm,reuse,pulldown-cmark,no,1209.6524268617022,1200.8090834275972,1220.0566567613669,0.5282675634710072
rust-book-ch03-04-comments,393,technical-docs,gfm,reuse,bun,no,2555.8168174977045,2541.8544560328337,2582.04034177441,0.2500257983319245
rust-book-appendix-02-operators,22595,reference,gfm,reuse,v2,no,50394.583750000005,49891.52644230769,50868.125,1.0
rust-book-appendix-02-operators,22595,reference,gfm,reuse,ox-content,no,50129.244374999995,50028.671875,50601.432499999995,1.005293105417969
rust-book-appendix-02-operators,22595,reference,gfm,reuse,v1,no,56768.63469614624,56470.36345108696,57189.30082756917,0.8877187908382278
rust-book-appendix-02-operators,22595,reference,gfm,reuse,md4c,no,80899.33203125,80436.23828125,81175.3740234375,0.622929540759786
rust-book-appendix-02-operators,22595,reference,gfm,reuse,pulldown-cmark,no,64440.59296875,63581.73828125,64650.68359375,0.7820316578160368
rust-book-appendix-02-operators,22595,reference,gfm,reuse,bun,no,107426.64973958333,105354.32942708334,107464.68098958333,0.46910691036314794
rust-book-ch00-00-introduction,10839,technical-docs,gfm,reuse,v2,no,13425.01246675532,13343.244514627659,13479.040658602149,1.0
rust-book-ch00-00-introduction,10839,technical-docs,gfm,reuse,ox-content,no,13501.911122311827,13425.85672793697,13579.847110215054,0.9943046095578697
rust-book-ch00-00-introduction,10839,technical-docs,gfm,reuse,v1,no,15141.08000753012,15055.380997203098,15281.146722560976,0.8866614838623568
rust-book-ch00-00-introduction,10839,technical-docs,gfm,reuse,md4c,no,24059.650353773584,23715.34758254717,24126.49275444485,0.5579886768657759
rust-book-ch00-00-introduction,10839,technical-docs,gfm,reuse,pulldown-cmark,no,25426.759668367347,25344.4921875,25488.268125000002,0.5279875470509506
rust-book-ch00-00-introduction,10839,technical-docs,gfm,reuse,bun,no,59772.04315476191,59761.199912067095,60122.86086309524,0.2246035396848531
rust-book-ch17-00-async-await,9734,technical-docs,gfm,reuse,v2,no,6965.657638888889,6937.912950333794,7089.130208333333,1.0
rust-book-ch17-00-async-await,9734,technical-docs,gfm,reuse,ox-content,no,6989.875323459808,6958.476645948434,7042.844276685393,0.9965353195228478
rust-book-ch17-00-async-await,9734,technical-docs,gfm,reuse,v1,no,10553.790178571428,10473.073958333334,10605.932293521222,0.6600147928875887
rust-book-ch17-00-async-await,9734,technical-docs,gfm,reuse,md4c,no,18003.143526785716,17979.1109375,18021.000669642857,0.38691340923462264
rust-book-ch17-00-async-await,9734,technical-docs,gfm,reuse,pulldown-cmark,no,17960.09107142857,17776.830105633802,18006.463839285716,0.3878408862842604
rust-book-ch17-00-async-await,9734,technical-docs,gfm,reuse,bun,no,49949.55007211538,49809.269831730766,50745.859375,0.13945386152291903
vue-docs-ways-of-using-vue,5883,technical-docs,gfm,reuse,v2,no,6054.3019620227315,6024.80219343773,6078.8297936893205,1.0
vue-docs-ways-of-using-vue,5883,technical-docs,gfm,reuse,ox-content,no,6352.1695252012505,6349.411605746552,6361.676845789751,0.9531077434258051
vue-docs-ways-of-using-vue,5883,technical-docs,gfm,reuse,v1,no,6460.726079252578,6456.967541881444,6482.644511010363,0.9370931204566927
vue-docs-ways-of-using-vue,5883,technical-docs,gfm,reuse,md4c,no,12761.276429795404,12743.328548559575,12769.681280277262,0.4744276166518084
vue-docs-ways-of-using-vue,5883,technical-docs,gfm,reuse,pulldown-cmark,no,11349.585867117117,11348.723676801801,11384.051837633087,0.5334381388807953
vue-docs-ways-of-using-vue,5883,technical-docs,gfm,reuse,bun,no,31885.123828124997,31633.854296875,31956.01196915064,0.18987857769215866
vue-docs-suspense,8291,technical-docs,gfm,reuse,v2,no,9829.7578125,9711.659156976744,9844.502807617188,1.0
vue-docs-suspense,8291,technical-docs,gfm,reuse,ox-content,no,9870.893823818897,9805.130126953125,9928.454824982815,0.9958325950969472
vue-docs-suspense,8291,technical-docs,gfm,reuse,v1,no,14219.978160511364,14070.14083957553,14292.058771306818,0.691263917675842
vue-docs-suspense,8291,technical-docs,gfm,reuse,md4c,no,22280.602110745614,22163.30893640351,22449.765066964283,0.44118007958856953
vue-docs-suspense,8291,technical-docs,gfm,reuse,pulldown-cmark,no,19641.326904296875,19543.100522085337,19805.50146484375,0.5004630216887014
vue-docs-suspense,8291,technical-docs,gfm,reuse,bun,no,44286.14385775862,44194.7957974138,44559.69983451355,0.221960120169232
vue-docs-slots,24211,technical-docs,gfm,reuse,v2,no,32367.13782051282,32196.030849358973,32544.87219551282,1.0
vue-docs-slots,24211,technical-docs,gfm,reuse,ox-content,no,36553.44107142858,36162.295535714286,36708.147321428565,0.8854744415789649
vue-docs-slots,24211,technical-docs,gfm,reuse,v1,no,56081.21059782609,55339.56046195653,56330.86916378459,0.5771476306498898
vue-docs-slots,24211,technical-docs,gfm,reuse,md4c,no,82719.564453125,81874.8779296875,83163.4111328125,0.39128757549073445
vue-docs-slots,24211,technical-docs,gfm,reuse,pulldown-cmark,no,62150.453125,61886.93601190476,62668.25476190476,0.5207868357035863
vue-docs-slots,24211,technical-docs,gfm,reuse,bun,no,146385.70659722222,145569.59027777775,147387.15277777778,0.22110859436277103
vue-docs-reactivity-in-depth,24001,technical-docs,gfm,reuse,v2,no,27036.956781914894,26710.881981382976,27037.677526595748,1.0
vue-docs-reactivity-in-depth,24001,technical-docs,gfm,reuse,ox-content,no,28767.918323863636,28669.004616477272,28976.000355113636,0.9398301426449452
vue-docs-reactivity-in-depth,24001,technical-docs,gfm,reuse,v1,no,34864.33029513889,34768.15668402778,35452.56423611111,0.7754904956738733
vue-docs-reactivity-in-depth,24001,technical-docs,gfm,reuse,md4c,no,67342.65378289475,66683.86842105263,67753.11842105263,0.40148338776608133
vue-docs-reactivity-in-depth,24001,technical-docs,gfm,reuse,pulldown-cmark,no,53727.620442708336,53528.26627604167,54313.020578577896,0.5032226731638964
vue-docs-reactivity-in-depth,24001,technical-docs,gfm,reuse,bun,no,139656.90104166666,139019.6402777778,140131.87152777778,0.1935955658492552
vite-docs-philosophy,3575,technical-docs,gfm,reuse,v2,no,3655.4133544160145,3628.608106884058,3691.9458886430675,1.0
vite-docs-philosophy,3575,technical-docs,gfm,reuse,ox-content,no,3824.57315558104,3806.616831306991,3846.24848351227,0.9557702796407025
vite-docs-philosophy,3575,technical-docs,gfm,reuse,v1,no,4006.927384454104,3986.9459593949045,4032.4232456111918,0.9122734214246363
vite-docs-philosophy,3575,technical-docs,gfm,reuse,md4c,no,8103.603830645161,8091.675100806451,8230.61345996732,0.4510849038044586
vite-docs-philosophy,3575,technical-docs,gfm,reuse,pulldown-cmark,no,7173.125089285714,7166.685267857143,7228.210763612053,0.5095984398593575
vite-docs-philosophy,3575,technical-docs,gfm,reuse,bun,no,18698.923095917475,18636.319348798286,18874.961054104475,0.19548790781508155
vite-docs-performance,8184,technical-docs,gfm,reuse,v2,no,8911.730828900709,8869.961267605635,8958.7890625,1.0
vite-docs-performance,8184,technical-docs,gfm,reuse,ox-content,no,9130.006984389876,9107.9408934333,9202.061365359328,0.976092443755808
vite-docs-performance,8184,technical-docs,gfm,reuse,v1,no,10961.482667095728,10924.286820652174,11014.334292763157,0.8130041436503858
vite-docs-performance,8184,technical-docs,gfm,reuse,md4c,no,19228.170217803032,19157.4140625,19378.545673076922,0.4634726408157907
vite-docs-performance,8184,technical-docs,gfm,reuse,pulldown-cmark,no,17809.675616197183,17653.178036971833,17875.130036468814,0.5003870379759106
vite-docs-performance,8184,technical-docs,gfm,reuse,bun,no,43138.77456896551,42795.3125,43399.12243175287,0.2065828461272959
vite-docs-api-plugin,31890,reference,gfm,reuse,v2,no,72129.77430555556,70851.49045138888,72417.60590277778,1.0
vite-docs-api-plugin,31890,reference,gfm,reuse,ox-content,no,73150.89756944444,73060.47482638888,73236.07465277778,0.9860408648722391
vite-docs-api-plugin,31890,reference,gfm,reuse,v1,no,68967.51644736843,68714.02138157895,69522.25210160819,1.0458514097807243
vite-docs-api-plugin,31890,reference,gfm,reuse,md4c,no,115253.49147727272,115035.62926136363,115902.28551136365,0.6258359150861743
vite-docs-api-plugin,31890,reference,gfm,reuse,pulldown-cmark,no,92567.10491071429,91515.43861607142,92969.58816964286,0.7792160549379655
vite-docs-api-plugin,31890,reference,gfm,reuse,bun,no,192008.09375,191286.17857142858,193115.70089285716,0.37566007191066947
vite-docs-features,39739,technical-docs,gfm,reuse,v2,no,69709.247624269,67591.76233552632,69948.31642909357,1.0
vite-docs-features,39739,technical-docs,gfm,reuse,ox-content,no,70376.84461805556,70360.37413194444,73265.11892361111,0.990513968089793
vite-docs-features,39739,technical-docs,gfm,reuse,v1,no,88146.96145833333,86998.4375,89325.84598214286,0.7908298422427216
vite-docs-features,39739,technical-docs,gfm,reuse,md4c,no,143093.171875,142432.58159722222,145213.75868055556,0.4871598463493701
vite-docs-features,39739,technical-docs,gfm,reuse,pulldown-cmark,no,122305.98863636365,120972.95170454546,123593.39488636363,0.5699577625060238
vite-docs-features,39739,technical-docs,gfm,reuse,bun,no,251272.78749999998,250060.153125,252241.928125,0.27742458034485334
typescript-handbook-the-handbook,5337,technical-docs,gfm,reuse,v2,no,5377.743830472104,5363.342041114138,5433.311891233766,1.0
typescript-handbook-the-handbook,5337,technical-docs,gfm,reuse,ox-content,no,5591.092822420635,5573.133680555556,5609.897561659192,0.9618412716932568
typescript-handbook-the-handbook,5337,technical-docs,gfm,reuse,v1,no,5088.559449619928,5049.846679560986,5115.140402172465,1.0568303040802196
typescript-handbook-the-handbook,5337,technical-docs,gfm,reuse,md4c,no,10537.689206932773,10451.334765625,10610.519861175402,0.5103342606587858
typescript-handbook-the-handbook,5337,technical-docs,gfm,reuse,pulldown-cmark,no,9198.78298340892,9174.553059756065,9293.400511471951,0.5846147082903784
typescript-handbook-the-handbook,5337,technical-docs,gfm,reuse,bun,no,26770.251329787236,26558.799222905585,26900.293550531915,0.20088507067874603
typescript-handbook-advanced-types,36745,reference,gfm,reuse,v2,no,60600.66369047619,60540.736607142855,60763.54761904762,1.0
typescript-handbook-advanced-types,36745,reference,gfm,reuse,ox-content,no,57720.46590909091,56936.50237771739,58027.728693181816,1.0498990736824882
typescript-handbook-advanced-types,36745,reference,gfm,reuse,v1,no,57144.58914896245,55937.046875,57991.89133522727,1.0604794713372525
typescript-handbook-advanced-types,36745,reference,gfm,reuse,md4c,no,122272.72727272726,121636.24573863637,122823.09375,0.4956188108514782
typescript-handbook-advanced-types,36745,reference,gfm,reuse,pulldown-cmark,no,93319.80133928571,92764.41517857142,93434.33705357142,0.6493869770484023
typescript-handbook-advanced-types,36745,reference,gfm,reuse,bun,no,196218.65625,195974.33035714284,196971.63392857142,0.30884251706048566
typescript-handbook-compiler-options,54026,reference,gfm,reuse,v2,no,25419.557187500002,25314.21875,25457.0834375,1.0
typescript-handbook-compiler-options,54026,reference,gfm,reuse,ox-content,no,25611.91262755102,25505.809897959185,25796.17091836735,0.9924896104852358
typescript-handbook-compiler-options,54026,reference,gfm,reuse,v1,no,25250.69,25230.6640625,25531.790975765307,1.006687626654955
typescript-handbook-compiler-options,54026,reference,gfm,reuse,md4c,no,100040.26322115384,99749.29927884616,100644.98076923078,0.2540932657414775
typescript-handbook-compiler-options,54026,reference,gfm,reuse,pulldown-cmark,no,50989.74,50676.588749999995,51241.744374999995,0.4985229810448142
typescript-handbook-compiler-options,54026,reference,gfm,reuse,bun,no,150338.75868055556,149501.30034722225,151394.74826388888,0.1690818615944027
typescript-handbook-typescript-5-0,50714,technical-docs,gfm,reuse,v2,no,71663.33940972222,68920.71052631579,73256.01710580065,1.0
typescript-handbook-typescript-5-0,50714,technical-docs,gfm,reuse,ox-content,no,72604.05815972222,68541.22121710525,72943.66998570261,0.9870431657149177
typescript-handbook-typescript-5-0,50714,technical-docs,gfm,reuse,v1,no,89855.55245535714,89253.22730654762,90467.44754464286,0.7975393556822953
typescript-handbook-typescript-5-0,50714,technical-docs,gfm,reuse,md4c,no,170571.77734375,168530.6796875,172195.314453125,0.42013597164612104
typescript-handbook-typescript-5-0,50714,technical-docs,gfm,reuse,pulldown-cmark,no,129000.32500000001,127494.4671875,130802.540625,0.5555283632791019
typescript-handbook-typescript-5-0,50714,technical-docs,gfm,reuse,bun,no,305432.29375,305304.428125,305477.8625,0.23462921529960915
wiki-rainbow-first-paragraph,859,encyclopedia,commonmark,reuse,v2,no,1335.2106963991905,1330.9030252659572,1338.277642109866,1.0
wiki-rainbow-first-paragraph,859,encyclopedia,commonmark,reuse,ox-content,no,1502.9251267444001,1484.3307569288875,1505.7347939139229,0.8884079936114259
wiki-rainbow-first-paragraph,859,encyclopedia,commonmark,reuse,v1,no,1834.2745160135128,1823.4370344988793,1847.028295790251,0.7279230479094516
wiki-rainbow-first-paragraph,859,encyclopedia,commonmark,reuse,md4c,no,3616.2716843127428,3548.9738527465474,3616.707686054913,0.3692230045080094
wiki-rainbow-first-paragraph,859,encyclopedia,commonmark,reuse,pulldown-cmark,no,2688.3324013423553,2658.682756104034,2691.2005833649364,0.49666875113080683
wiki-rainbow-first-paragraph,859,encyclopedia,commonmark,reuse,bun,no,5158.473765432099,5150.92736319824,5170.098281053379,0.2588383225570881
wiki-rainbow-lead,1859,encyclopedia,commonmark,reuse,v2,no,2153.1248117469877,2137.522346383509,2172.831197020305,1.0
wiki-rainbow-lead,1859,encyclopedia,commonmark,reuse,ox-content,no,2373.574088193516,2356.0070032956683,2375.1747405265587,0.9071234904597781
wiki-rainbow-lead,1859,encyclopedia,commonmark,reuse,v1,no,2811.4785868758336,2809.7746162833173,2822.064630519694,0.7658336157344094
wiki-rainbow-lead,1859,encyclopedia,commonmark,reuse,md4c,no,5691.897514204546,5654.909614047022,5708.8286818311535,0.3782789142590336
wiki-rainbow-lead,1859,encyclopedia,commonmark,reuse,pulldown-cmark,no,4647.981624037906,4634.481134259259,4658.924949413597,0.4632386669972403
wiki-rainbow-lead,1859,encyclopedia,commonmark,reuse,bun,no,10077.284357862904,9998.30009920635,10145.07724294355,0.21366121420072762
wiki-rainbow-article-body,48422,encyclopedia,commonmark,reuse,v2,no,47778.11516203704,47171.63368055556,47804.27719907407,1.0
wiki-rainbow-article-body,48422,encyclopedia,commonmark,reuse,ox-content,no,51966.771250000005,51947.53927083333,52078.3075,0.9193974151710845
wiki-rainbow-article-body,48422,encyclopedia,commonmark,reuse,v1,no,66882.91529605264,65386.6859375,66956.58634868421,0.7143545545308616
wiki-rainbow-article-body,48422,encyclopedia,commonmark,reuse,md4c,no,113550.50911458334,112257.92057291666,114294.80397727274,0.42076530994523625
wiki-rainbow-article-body,48422,encyclopedia,commonmark,reuse,pulldown-cmark,no,104266.47716346153,103795.92427884616,104287.59765625,0.45823083757911875
wiki-rainbow-article-body,48422,encyclopedia,commonmark,reuse,bun,no,288660.415625,287939.584375,289865.365625,0.16551668526697402
wiki-rainbow-plain-prose,38800,plain-prose,commonmark,reuse,v2,yes,8991.626884474563,8988.563274826567,9024.959757194243,1.0
wiki-rainbow-plain-prose,38800,plain-prose,commonmark,reuse,ox-content,yes,9026.453799460432,8910.51640070922,9054.123541927329,0.996141683571465
wiki-rainbow-plain-prose,38800,plain-prose,commonmark,reuse,v1,yes,10088.578713709678,10076.239625,10113.570060483871,0.891267951575336
wiki-rainbow-plain-prose,38800,plain-prose,commonmark,reuse,md4c,yes,42010.178125,41963.8234375,42226.62708333334,0.21403448606478773
wiki-rainbow-plain-prose,38800,plain-prose,commonmark,reuse,pulldown-cmark,yes,35146.88237847222,34987.72092013889,35233.45269097222,0.2558299990209662
wiki-rainbow-plain-prose,38800,plain-prose,commonmark,reuse,bun,yes,193878.62946428574,192354.25892857142,194384.02232142858,0.04637760700764034
wiki-tea-first-paragraph,1126,encyclopedia,commonmark,reuse,v2,no,2583.2098961129004,2561.100108209267,2588.991388310512,1.0
wiki-tea-first-paragraph,1126,encyclopedia,commonmark,reuse,ox-content,no,2866.496694664226,2859.7548678430926,2897.375972953994,0.9011731640651659
wiki-tea-first-paragraph,1126,encyclopedia,commonmark,reuse,v1,no,5221.725626020036,5147.721719150561,5233.94425770308,0.49470425700666426
wiki-tea-first-paragraph,1126,encyclopedia,commonmark,reuse,md4c,no,6059.203879830919,6039.48316110124,6060.258204205948,0.4263282680933629
wiki-tea-first-paragraph,1126,encyclopedia,commonmark,reuse,pulldown-cmark,no,4741.077769886364,4698.786657655374,4746.340190965995,0.5448571024336553
wiki-tea-first-paragraph,1126,encyclopedia,commonmark,reuse,bun,no,8063.489082532051,8045.4143629807695,8127.434772989107,0.320358826020973
wiki-tea-lead,6363,encyclopedia,commonmark,reuse,v2,no,12652.12673611111,12519.700468750001,12734.032986111111,1.0
wiki-tea-lead,6363,encyclopedia,commonmark,reuse,ox-content,no,14135.943293539327,14035.191165340198,14187.514571629214,0.8950323634853304
wiki-tea-lead,6363,encyclopedia,commonmark,reuse,v1,no,39309.67236328125,39046.63825757576,39363.60693359375,0.32185785267264977
wiki-tea-lead,6363,encyclopedia,commonmark,reuse,md4c,no,28123.321875,27962.456597222223,28166.825694444444,0.44988023791592396
wiki-tea-lead,6363,encyclopedia,commonmark,reuse,pulldown-cmark,no,24627.131740196077,24277.569110576922,24698.950980392157,0.5137474745165096
wiki-tea-lead,6363,encyclopedia,commonmark,reuse,bun,no,43563.26346982759,43190.890625,43641.02909482759,0.2904311047512342
wiki-tea-article-body,58814,encyclopedia,commonmark,reuse,v2,no,85671.57083333333,83439.67317708334,86354.07916666666,1.0
