case,bytes,category,profile,mode,engine,strict_all_six,ns,round_min_ns,round_max_ns,speed_relative_to_v2
vite-docs-performance,8184,technical-docs,gfm,fresh,bun,no,43129.730729166666,42929.1453125,43373.69827586207,0.2108016995524828
vite-docs-api-plugin,31890,reference,gfm,fresh,v2,no,73112.08767361111,72775.86024305556,74926.39338235295,1.0
vite-docs-api-plugin,31890,reference,gfm,fresh,ox-content,no,74182.52113970587,73198.13454861111,74587.12408088235,0.9855702738374333
vite-docs-api-plugin,31890,reference,gfm,fresh,v1,no,70671.11458333334,69807.38057383042,71483.47135416666,1.034539898014477
vite-docs-api-plugin,31890,reference,gfm,fresh,md4c,no,118385.12073863635,117454.19176136365,119465.37642045456,0.6175783512103995
vite-docs-api-plugin,31890,reference,gfm,fresh,pulldown-cmark,no,94336.03125,92540.78236607143,94947.77678571429,0.7750176332928052
vite-docs-api-plugin,31890,reference,gfm,fresh,bun,no,193189.82589285716,192033.94642857142,194098.77232142858,0.37844688422753164
vite-docs-features,39739,technical-docs,gfm,fresh,v2,no,70235.24392361111,69518.70888157895,71800.56423611112,1.0
vite-docs-features,39739,technical-docs,gfm,fresh,ox-content,no,71948.85763888889,70947.12065972222,73772.05366625817,0.9761828919664243
vite-docs-features,39739,technical-docs,gfm,fresh,v1,no,91331.56584821429,89870.80855654762,91529.203125,0.7690139030391357
vite-docs-features,39739,technical-docs,gfm,fresh,md4c,no,144615.95833333334,143297.67013888888,145106.26388888888,0.485667313158635
vite-docs-features,39739,technical-docs,gfm,fresh,pulldown-cmark,no,123623.10511363637,122247.03977272726,124959.92045454546,0.5681401050317393
vite-docs-features,39739,technical-docs,gfm,fresh,bun,no,250897.78749999998,250440.36562499998,253747.1375,0.27993568466047597
typescript-handbook-the-handbook,5337,technical-docs,gfm,fresh,v2,no,5609.141395739911,5562.326388888889,5609.331207959642,1.0
typescript-handbook-the-handbook,5337,technical-docs,gfm,fresh,ox-content,no,5792.643229166666,5757.863245412844,5823.049927325581,0.9683215716613098
typescript-handbook-the-handbook,5337,technical-docs,gfm,fresh,v1,no,5582.223679315476,5563.771143067846,5610.825952914798,1.0048220418906137
typescript-handbook-the-handbook,5337,technical-docs,gfm,fresh,md4c,no,10811.775996767241,10735.899572649574,10816.467941810344,0.5187992608630686
typescript-handbook-the-handbook,5337,technical-docs,gfm,fresh,pulldown-cmark,no,9558.767771946565,9526.039970615024,9560.680939885497,0.5868059073682941
typescript-handbook-the-handbook,5337,technical-docs,gfm,fresh,bun,no,26790.074135638297,26713.458444148935,26922.151928191488,0.20937386613194112
typescript-handbook-advanced-types,36745,reference,gfm,fresh,v2,no,60404.20386904762,59834.85267857143,60875.62053571428,1.0
typescript-handbook-advanced-types,36745,reference,gfm,fresh,ox-content,no,57066.40625,56565.35270503953,58053.91832386364,1.0584897111695661
typescript-handbook-advanced-types,36745,reference,gfm,fresh,v1,no,58487.897017045456,56642.578125,59331.885856331166,1.0327641606167457
typescript-handbook-advanced-types,36745,reference,gfm,fresh,md4c,no,123694.484375,123605.94176136365,124154.0,0.4883338507311484
typescript-handbook-advanced-types,36745,reference,gfm,fresh,pulldown-cmark,no,93531.94754464286,92985.30580357143,95945.43449519231,0.6458136011785348
typescript-handbook-advanced-types,36745,reference,gfm,fresh,bun,no,194750.37276785716,194362.8169642857,196383.46205357142,0.31016219897586306
typescript-handbook-compiler-options,54026,reference,gfm,fresh,v2,no,25669.323979591834,25408.763124999998,25864.29081632653,1.0
typescript-handbook-compiler-options,54026,reference,gfm,fresh,ox-content,no,25910.063137755104,25691.021045918365,25934.483737244896,0.9907086618475864
typescript-handbook-compiler-options,54026,reference,gfm,fresh,v1,no,26900.446143617024,26636.954122340423,26946.309840425532,0.954234135841003
typescript-handbook-compiler-options,54026,reference,gfm,fresh,md4c,no,101742.4375,101367.88822115384,102334.33413461538,0.252297120162782
typescript-handbook-compiler-options,54026,reference,gfm,fresh,pulldown-cmark,no,52711.61588541667,52255.10026041667,52806.966145833336,0.4869766093946206
typescript-handbook-compiler-options,54026,reference,gfm,fresh,bun,no,150340.85590277775,149587.09375,150852.64756944444,0.1707408397102092
typescript-handbook-typescript-5-0,50714,technical-docs,gfm,fresh,v2,no,71818.57449690402,70304.29079861111,71990.99392361111,1.0
typescript-handbook-typescript-5-0,50714,technical-docs,gfm,fresh,ox-content,no,69888.62838084795,69853.736750731,71295.64496527778,1.0276145942590134
typescript-handbook-typescript-5-0,50714,technical-docs,gfm,fresh,v1,no,94101.51674107143,93802.73325892858,95354.3984375,0.7632031553170299
typescript-handbook-typescript-5-0,50714,technical-docs,gfm,fresh,md4c,no,172779.052734375,172268.474609375,173049.234375,0.41566713881291856
typescript-handbook-typescript-5-0,50714,technical-docs,gfm,fresh,pulldown-cmark,no,131720.1171875,130352.9296875,131938.8015625,0.545236187382617
typescript-handbook-typescript-5-0,50714,technical-docs,gfm,fresh,bun,no,305163.8,305081.640625,309341.278125,0.23534434456807796
wiki-rainbow-first-paragraph,859,encyclopedia,commonmark,fresh,v2,no,1454.4715000583765,1449.6518944429808,1465.9709616132586,1.0
wiki-rainbow-first-paragraph,859,encyclopedia,commonmark,fresh,ox-content,no,1619.394037236988,1611.0630894258315,1627.8454277278947,0.8981578705452056
wiki-rainbow-first-paragraph,859,encyclopedia,commonmark,fresh,v1,no,2137.5854508881166,2131.3651245741057,2155.8253456251114,0.6804273014929427
wiki-rainbow-first-paragraph,859,encyclopedia,commonmark,fresh,md4c,no,3708.1777186342247,3692.1878687315634,3720.5039137015156,0.39223349321943485
wiki-rainbow-first-paragraph,859,encyclopedia,commonmark,fresh,pulldown-cmark,no,2807.590912275785,2791.236942114094,2808.7951995263766,0.518049653779299
wiki-rainbow-first-paragraph,859,encyclopedia,commonmark,fresh,bun,no,5152.188423923126,5138.494080936298,5172.9430526859505,0.2823016901526422
wiki-rainbow-lead,1859,encyclopedia,commonmark,fresh,v2,no,2270.913679673321,2258.062810243682,2272.6656840352252,1.0
wiki-rainbow-lead,1859,encyclopedia,commonmark,fresh,ox-content,no,2474.3693924931904,2468.6447238658775,2485.523424310289,0.9177747213342038
wiki-rainbow-lead,1859,encyclopedia,commonmark,fresh,v1,no,3171.179430379747,3142.020717328025,3220.4918321604646,0.7161101191304651
wiki-rainbow-lead,1859,encyclopedia,commonmark,fresh,md4c,no,5833.7844476744185,5811.137586805555,5929.835269633595,0.38926938422940854
wiki-rainbow-lead,1859,encyclopedia,commonmark,fresh,pulldown-cmark,no,4767.763783269962,4733.805011792453,4981.724486335232,0.4763058286658277
wiki-rainbow-lead,1859,encyclopedia,commonmark,fresh,bun,no,10079.828881048386,9966.233630952382,10277.413848958333,0.22529288011456072
wiki-rainbow-article-body,48422,encyclopedia,commonmark,fresh,v2,no,47902.3917824074,47525.80034722222,48138.81655092593,1.0
wiki-rainbow-article-body,48422,encyclopedia,commonmark,fresh,ox-content,no,51890.208125000005,51766.875625,52738.606770833336,0.9231489622669036
wiki-rainbow-article-body,48422,encyclopedia,commonmark,fresh,v1,no,69940.78947368421,69739.07638888889,70983.109375,0.6848992146482856
wiki-rainbow-article-body,48422,encyclopedia,commonmark,fresh,md4c,no,114504.61647727274,114318.43288352274,116767.81392045454,0.41834463322197346
wiki-rainbow-article-body,48422,encyclopedia,commonmark,fresh,pulldown-cmark,no,105773.43880208334,105156.63020833334,106056.36848958334,0.45287732274677545
wiki-rainbow-article-body,48422,encyclopedia,commonmark,fresh,bun,no,285911.196875,285326.5625,288991.665625,0.16754290250252166
wiki-rainbow-plain-prose,38800,plain-prose,commonmark,fresh,v2,yes,9112.073482789856,9039.872864208633,9178.107105718656,1.0
wiki-rainbow-plain-prose,38800,plain-prose,commonmark,fresh,ox-content,yes,9108.794723731884,9044.832958633095,9182.738366788322,1.0003599553132347
wiki-rainbow-plain-prose,38800,plain-prose,commonmark,fresh,v1,yes,12139.22295673077,12034.93719951923,12201.443719660194,0.7506307047221283
wiki-rainbow-plain-prose,38800,plain-prose,commonmark,fresh,md4c,yes,43959.97198275862,43665.79094827586,44154.00484913793,0.20728114854949561
wiki-rainbow-plain-prose,38800,plain-prose,commonmark,fresh,pulldown-cmark,yes,37495.48069852941,37109.01102941176,37612.70634191176,0.24301791344009185
wiki-rainbow-plain-prose,38800,plain-prose,commonmark,fresh,bun,yes,193169.1763392857,191216.61160714284,196870.81473214284,0.04717146728826576
wiki-tea-first-paragraph,1126,encyclopedia,commonmark,fresh,v2,no,2702.3768566203908,2683.6929318669527,2746.247598940259,1.0
wiki-tea-first-paragraph,1126,encyclopedia,commonmark,fresh,ox-content,no,3015.1015880844134,2975.350096496437,3031.700855024213,0.8962805324039823
wiki-tea-first-paragraph,1126,encyclopedia,commonmark,fresh,v1,no,5590.474469866072,5504.902136044613,5669.806123558981,0.48338953539396634
wiki-tea-first-paragraph,1126,encyclopedia,commonmark,fresh,md4c,no,6293.917478015075,6209.738629331683,6313.290439730217,0.42936324889226934
wiki-tea-first-paragraph,1126,encyclopedia,commonmark,fresh,pulldown-cmark,no,4872.66688959144,4846.076815551016,4889.52469028954,0.5545991379778021
wiki-tea-first-paragraph,1126,encyclopedia,commonmark,fresh,bun,no,8094.749697580645,8013.697081572554,8131.819094967532,0.3338431647155286
wiki-tea-lead,6363,encyclopedia,commonmark,fresh,v2,no,12775.622281488353,12744.19981060606,12816.59231505102,1.0
wiki-tea-lead,6363,encyclopedia,commonmark,fresh,ox-content,no,14304.554509943182,14259.980113636364,14330.070667613636,0.8931157046944692
wiki-tea-lead,6363,encyclopedia,commonmark,fresh,v1,no,40250.7939453125,40157.89794921875,40278.050576486894,0.3174005039216417
wiki-tea-lead,6363,encyclopedia,commonmark,fresh,md4c,no,28495.51669034091,28414.69721433081,28555.486860795456,0.4483379761216574
wiki-tea-lead,6363,encyclopedia,commonmark,fresh,pulldown-cmark,no,24923.125919117647,24783.126531862745,25016.276041666664,0.5126011208605509
wiki-tea-lead,6363,encyclopedia,commonmark,fresh,bun,no,43662.8275862069,43449.89224137931,43678.20581896552,0.2925972271553979
wiki-tea-article-body,58814,encyclopedia,commonmark,fresh,v2,no,86553.81875,85161.06875,86957.075,1.0
wiki-tea-article-body,58814,encyclopedia,commonmark,fresh,ox-content,no,93572.17299107142,92170.06138392858,93754.60267857143,0.9249952842097501
wiki-tea-article-body,58814,encyclopedia,commonmark,fresh,v1,no,152720.19618055556,149877.53298611112,153586.51736111112,0.566747692280794
wiki-tea-article-body,58814,encyclopedia,commonmark,fresh,md4c,no,184067.0580357143,181280.68973214284,185825.89285714284,0.47022981555562254
wiki-tea-article-body,58814,encyclopedia,commonmark,fresh,pulldown-cmark,no,171511.962890625,169403.56640625,172069.3359375,0.50465178808079
wiki-tea-article-body,58814,encyclopedia,commonmark,fresh,bun,no,382799.4765625,378625.8125,383973.95703125,0.22610746369677517
wiki-tea-plain-prose,40577,plain-prose,commonmark,fresh,v2,yes,12230.71526092233,12189.332979368932,12268.005667892157,1.0
wiki-tea-plain-prose,40577,plain-prose,commonmark,fresh,ox-content,yes,12296.945159313726,12265.788742742243,12309.646905637255,0.9946141177720685
wiki-tea-plain-prose,40577,plain-prose,commonmark,fresh,v1,yes,14812.859926470588,14747.562730848153,14878.973450630252,0.8256822329809543
wiki-tea-plain-prose,40577,plain-prose,commonmark,fresh,md4c,yes,46827.28125,46598.28298611111,46997.20254629629,0.26118781476177055
wiki-tea-plain-prose,40577,plain-prose,commonmark,fresh,pulldown-cmark,yes,40334.8656123992,40279.06158644153,40572.13911290323,0.30322935443629023
wiki-tea-plain-prose,40577,plain-prose,commonmark,fresh,bun,yes,207361.9799107143,206529.48214285713,208614.90885416666,0.05898243866203737
wiki-chess-first-paragraph,1190,encyclopedia,commonmark,fresh,v2,no,2070.741083120108,2058.468693352093,2082.2217075027684,1.0
wiki-chess-first-paragraph,1190,encyclopedia,commonmark,fresh,ox-content,no,2309.930054385359,2309.4405846402215,2342.738061797753,0.8964518554095804
wiki-chess-first-paragraph,1190,encyclopedia,commonmark,fresh,v1,no,3699.387544100513,3694.4617441002947,3763.183462170755,0.5597524072389659
wiki-chess-first-paragraph,1190,encyclopedia,commonmark,fresh,md4c,no,5192.026436743425,5189.409132167107,5223.923111979167,0.398830997559198
wiki-chess-first-paragraph,1190,encyclopedia,commonmark,fresh,pulldown-cmark,no,4110.173309426229,4090.8074959150326,4134.750567244224,0.5038087027549646
wiki-chess-first-paragraph,1190,encyclopedia,commonmark,fresh,bun,no,7206.6907327586205,7180.654732142857,7258.907604768787,0.287335916013071
wiki-chess-lead,4125,encyclopedia,commonmark,fresh,v2,no,6458.199097938144,6415.18766025641,6510.261477139329,1.0
wiki-chess-lead,4125,encyclopedia,commonmark,fresh,ox-content,no,7307.265273315314,7249.179133044307,7354.429459064328,0.8838052070618277
wiki-chess-lead,4125,encyclopedia,commonmark,fresh,v1,no,11072.663163716814,11002.786869517544,11118.697040929204,0.5832561690398509
wiki-chess-lead,4125,encyclopedia,commonmark,fresh,md4c,no,15716.951562499999,15668.266613618827,15816.622332377374,0.4109065980292987
wiki-chess-lead,4125,encyclopedia,commonmark,fresh,pulldown-cmark,no,13536.135287006195,13416.665177805422,13581.68128360215,0.4771080490114186
wiki-chess-lead,4125,encyclopedia,commonmark,fresh,bun,no,25379.6484375,25284.01,25408.5284375,0.25446369416196307
wiki-chess-article-body,113609,encyclopedia,commonmark,fresh,v2,no,174129.80078125,173050.29296875,174598.0625,1.0
wiki-chess-article-body,113609,encyclopedia,commonmark,fresh,ox-content,no,190577.19642857142,189566.59375,191256.69642857142,0.9136969377472928
wiki-chess-article-body,113609,encyclopedia,commonmark,fresh,v1,no,251519.009375,249013.84375,252798.565625,0.6923126852874677
wiki-chess-article-body,113609,encyclopedia,commonmark,fresh,md4c,no,355147.625,351868.65625,357071.6171875,0.49030259115839503
wiki-chess-article-body,113609,encyclopedia,commonmark,fresh,pulldown-cmark,no,325130.046875,321179.03515625,326134.6015625,0.535569697279305
wiki-chess-article-body,113609,encyclopedia,commonmark,fresh,bun,no,741833.0078125,738002.9296875,743478.1875,0.23472910877168965
wiki-chess-plain-prose,80966,plain-prose,commonmark,fresh,v2,yes,28779.651633522728,28707.386363636364,28847.908025568184,1.0
wiki-chess-plain-prose,80966,plain-prose,commonmark,fresh,ox-content,yes,29027.905894886364,28722.138494318184,29089.015269886364,0.9914477378332907
wiki-chess-plain-prose,80966,plain-prose,commonmark,fresh,v1,yes,34366.09628378379,34021.04391891892,34573.1102195946,0.8374431415156944
wiki-chess-plain-prose,80966,plain-prose,commonmark,fresh,md4c,yes,101096.95432692308,100343.5,101326.62139423078,0.28467377504228564
wiki-chess-plain-prose,80966,plain-prose,commonmark,fresh,pulldown-cmark,yes,86041.40520833334,85513.45520833333,86426.259375,0.33448607172137795
wiki-chess-plain-prose,80966,plain-prose,commonmark,fresh,bun,yes,429328.9947916667,422841.796875,429837.4635416666,0.06703402747696588
wiki-volcano-first-paragraph,2644,encyclopedia,commonmark,fresh,v2,no,3758.1800863363364,3751.5594124251493,3799.518112640235,1.0
wiki-volcano-first-paragraph,2644,encyclopedia,commonmark,fresh,ox-content,no,4301.450225515464,4264.300807823129,4353.383750688094,0.8737007030892646
wiki-volcano-first-paragraph,2644,encyclopedia,commonmark,fresh,v1,no,9116.71580615942,9097.986526268116,9329.649996545053,0.4122295973948471
wiki-volcano-first-paragraph,2644,encyclopedia,commonmark,fresh,md4c,no,9420.293820488721,9406.58282424812,9540.7746275373,0.39894510276977363
wiki-volcano-first-paragraph,2644,encyclopedia,commonmark,fresh,pulldown-cmark,no,7784.072593167702,7783.635869565218,7927.386281696912,0.48280383325754134
wiki-volcano-first-paragraph,2644,encyclopedia,commonmark,fresh,bun,no,15265.505907012195,15236.030120481928,15590.060218942901,0.2461877195049278
wiki-volcano-lead,4232,encyclopedia,commonmark,fresh,v2,no,5017.5234375,4999.585968625498,5043.067684042622,1.0
wiki-volcano-lead,4232,encyclopedia,commonmark,fresh,ox-content,no,5691.5589141556975,5659.4640353022705,5713.661247535285,0.8815727840435285
wiki-volcano-lead,4232,encyclopedia,commonmark,fresh,v1,no,10877.265803035982,10873.625,11057.080455043859,0.461285356849471
wiki-volcano-lead,4232,encyclopedia,commonmark,fresh,md4c,no,12965.957796391753,12934.325225515464,12979.455380154639,0.386976690522339
wiki-volcano-lead,4232,encyclopedia,commonmark,fresh,pulldown-cmark,no,11101.91072208314,11031.918174342105,11146.582411504423,0.45195134090922706
wiki-volcano-lead,4232,encyclopedia,commonmark,fresh,bun,no,23739.11674528302,23549.16579861111,23883.844339622643,0.21136099928810476
wiki-volcano-article-body,69241,encyclopedia,commonmark,fresh,v2,no,102358.27283653847,101285.25721153847,103200.97115384616,1.0
wiki-volcano-article-body,69241,encyclopedia,commonmark,fresh,ox-content,no,111365.99348958334,108484.15885416667,112088.64973958334,0.9191160571482047
wiki-volcano-article-body,69241,encyclopedia,commonmark,fresh,v1,no,158773.275390625,157327.63671875,159976.236328125,0.644682000700115
wiki-volcano-article-body,69241,encyclopedia,commonmark,fresh,md4c,no,218510.3072916667,216784.7239583333,220828.77604166666,0.4684368170326677
wiki-volcano-article-body,69241,encyclopedia,commonmark,fresh,pulldown-cmark,no,202813.9888392857,200391.64732142858,203914.62053571426,0.5046903984401659
wiki-volcano-article-body,69241,encyclopedia,commonmark,fresh,bun,no,444716.359375,441242.6197916667,448235.4583333333,0.2301652967756612
wiki-volcano-plain-prose,47303,plain-prose,commonmark,fresh,v2,yes,15609.094955632716,15531.949266975309,15746.6064453125,1.0
wiki-volcano-plain-prose,47303,plain-prose,commonmark,fresh,ox-content,yes,15626.366319444445,15550.700810185186,15781.34765625,0.9988947293658259
wiki-volcano-plain-prose,47303,plain-prose,commonmark,fresh,v1,yes,19663.2587890625,19626.790283203125,19849.059814453125,0.7938203490621364
wiki-volcano-plain-prose,47303,plain-prose,commonmark,fresh,md4c,yes,57629.3203125,57563.920454545456,58191.790482954544,0.270853358515961
wiki-volcano-plain-prose,47303,plain-prose,commonmark,fresh,pulldown-cmark,yes,50596.04125,50595.755000000005,51201.719375,0.30850427365466493
wiki-volcano-plain-prose,47303,plain-prose,commonmark,fresh,bun,yes,241993.8151041667,240578.125,242587.7838541667,0.06450204088444886
comment-ack,37,comments,gfm,reuse,v2,yes,68.14888150801224,67.88252761307643,68.22185518136726,1.0
comment-ack,37,comments,gfm,reuse,ox-content,yes,68.24202371807593,67.5224234399441,68.53223882584082,0.9986351194617487
comment-ack,37,comments,gfm,reuse,v1,yes,84.6047411862042,83.51721549976722,84.6957167707958,0.8054971926221638
comment-ack,37,comments,gfm,reuse,md4c,yes,749.7060516516301,743.9062513713125,751.4870987456187,0.09090080219824521
comment-ack,37,comments,gfm,reuse,pulldown-cmark,yes,155.22724085394532,153.13139876583085,155.33214260152795,0.4390265595980935
comment-ack,37,comments,gfm,reuse,bun,yes,293.00614042101085,290.44497482737756,293.41564295698953,0.2325851649733052
comment-question,160,comments,gfm,reuse,v2,yes,79.49532962699666,79.17611422400778,80.07068583202579,1.0
comment-question,160,comments,gfm,reuse,ox-content,yes,79.0518300605332,78.86704255034743,79.3311481304462,1.0056102378164282
comment-question,160,comments,gfm,reuse,v1,yes,99.38038203768552,99.12271519144298,99.40094743204773,0.7999096803315935
comment-question,160,comments,gfm,reuse,md4c,yes,853.5791692704036,844.6259272442398,855.0779881236599,0.09313175917231586
comment-question,160,comments,gfm,reuse,pulldown-cmark,yes,263.62650371852595,260.8688575082018,263.73397748268894,0.3015452866297307
comment-question,160,comments,gfm,reuse,bun,yes,780.6929110133864,776.6536231561169,783.9729427899686,0.1018266318363349
comment-review,282,comments,gfm,reuse,v2,yes,131.09562329878204,129.8564948343358,132.07640229852205,1.0
comment-review,282,comments,gfm,reuse,ox-content,yes,130.53443052947148,129.8208943568106,135.6435058844466,1.0042991934544339
comment-review,282,comments,gfm,reuse,v1,yes,175.5645749722459,175.53067653304976,177.29329842160615,0.7467088580911398
comment-review,282,comments,gfm,reuse,md4c,yes,1015.999242066814,1009.7855063323891,1017.5260820522496,0.1290312215510107
comment-review,282,comments,gfm,reuse,pulldown-cmark,yes,448.2459901554173,440.23796019628435,448.45291471593066,0.2924635717395445
comment-review,282,comments,gfm,reuse,bun,yes,1330.1232416667233,1322.27731897463,1341.913215370765,0.0985590050546831
comment-links,278,comments,gfm,reuse,v2,yes,359.92019371790343,359.89729508491655,362.0846964673166,1.0
comment-links,278,comments,gfm,reuse,ox-content,yes,384.9163571813424,384.04329269358817,387.2334742757989,0.935060791787389
comment-links,278,comments,gfm,reuse,v1,yes,457.0226993228615,456.6306538700363,457.9134053058033,0.7875324228997201
comment-links,278,comments,gfm,reuse,md4c,yes,1356.1178602699335,1355.0938497379448,1366.3916106233219,0.26540480312401593
comment-links,278,comments,gfm,reuse,pulldown-cmark,yes,680.2173786683302,676.4906506999879,681.3844601498638,0.529125254668623
comment-links,278,comments,gfm,reuse,bun,yes,1624.7040584415586,1618.2263375105435,1625.271139561713,0.22152969449903664
comment-checklist,287,comments,gfm,reuse,v2,no,518.0607667364097,517.8103346815839,521.1786621346324,1.0
comment-checklist,287,comments,gfm,reuse,ox-content,no,522.7252234009197,522.1479124288758,524.195920468258,0.9910766566148034
comment-checklist,287,comments,gfm,reuse,v1,no,619.2023654187706,617.2219471827659,619.647252985274,0.8366582488522017
comment-checklist,287,comments,gfm,reuse,md4c,no,1444.1688476848644,1441.8543997888528,1457.2761275585888,0.3587258979910201
comment-checklist,287,comments,gfm,reuse,pulldown-cmark,no,831.5138599784175,827.8865687086093,832.8242456129408,0.6230332309191531
comment-checklist,287,comments,gfm,reuse,bun,no,1815.201006909336,1813.2676721145958,1825.178472938967,0.2854013218175156
comment-quote,290,comments,gfm,reuse,v2,yes,188.98450264766714,188.15587999921257,191.57257273927593,1.0
comment-quote,290,comments,gfm,reuse,ox-content,yes,189.82761467991344,189.6203802095087,191.3173138688635,0.995558538552634
comment-quote,290,comments,gfm,reuse,v1,yes,225.34572168225645,224.3605432413631,227.64968707188012,0.8386425144300738
comment-quote,290,comments,gfm,reuse,md4c,yes,1074.4912630452914,1070.6440650609873,1087.2078560086202,0.175882772757084
comment-quote,290,comments,gfm,reuse,pulldown-cmark,yes,484.89460710783123,484.4256248223263,490.88317691388556,0.38974346152222855
comment-quote,290,comments,gfm,reuse,bun,yes,1437.3323635057473,1437.1961396310803,1455.1479064634552,0.13148281319340896
comment-unicode,327,comments,gfm,reuse,v2,yes,340.31386423617363,340.1623885817978,340.347064728234,1.0
comment-unicode,327,comments,gfm,reuse,ox-content,yes,340.9831775070601,338.9173978417066,341.8334653514598,0.9980371076491813
comment-unicode,327,comments,gfm,reuse,v1,yes,404.7009536569946,404.60068153247516,408.7381726491225,0.8409020565951213
comment-unicode,327,comments,gfm,reuse,md4c,yes,1300.422384181286,1288.9905132315366,1310.0930849323267,0.26169486804891234
comment-unicode,327,comments,gfm,reuse,pulldown-cmark,yes,749.155751962801,747.4370797220562,750.617431347539,0.45426316669737293
comment-unicode,327,comments,gfm,reuse,bun,yes,1702.4571428571428,1698.2947309236456,1711.968979091318,0.1998957011423166
comment-inline-code,285,comments,gfm,reuse,v2,yes,202.10093772085543,200.6532667981469,202.75697499175476,1.0
comment-inline-code,285,comments,gfm,reuse,ox-content,yes,201.41067903678214,199.5279450363103,201.96570203993394,1.0034271205845406
comment-inline-code,285,comments,gfm,reuse,v1,yes,334.49723209907364,332.43391537593885,335.6262859691653,0.6041931541633678
comment-inline-code,285,comments,gfm,reuse,md4c,yes,1147.2286486121948,1132.0035078504125,1150.1995745170193,0.1761644794743728
comment-inline-code,285,comments,gfm,reuse,pulldown-cmark,yes,613.3231176386398,604.5604128213016,617.2868004831153,0.32951788691573514
comment-inline-code,285,comments,gfm,reuse,bun,yes,1405.7965156413911,1384.8427623809184,1408.0515801418546,0.14376258261576882
comment-reproduction,298,comments,gfm,reuse,v2,yes,238.72126074977217,237.84042750597996,239.56647412141206,1.0
comment-reproduction,298,comments,gfm,reuse,ox-content,yes,238.06602327118014,237.46179885006546,239.48520559097528,1.0027523351278298
comment-reproduction,298,comments,gfm,reuse,v1,yes,317.40954143845244,316.9227682155124,317.8539286319491,0.7520922643595502
comment-reproduction,298,comments,gfm,reuse,md4c,yes,1250.1979801657944,1243.7236127235344,1261.2487960094734,0.1909467656619588
comment-reproduction,298,comments,gfm,reuse,pulldown-cmark,yes,534.7851962111981,532.6519447702857,535.8798422096013,0.44638718955020595
comment-reproduction,298,comments,gfm,reuse,bun,yes,1398.0573484347856,1392.8672474401756,1409.267349239285,0.17075212330669828
comment-table,310,comments,gfm,reuse,v2,yes,915.5318676793559,910.4834304442826,930.5605700390212,1.0
comment-table,310,comments,gfm,reuse,ox-content,yes,921.6168788282732,913.8535727339181,931.1598690196203,0.9933974612567277
comment-table,310,comments,gfm,reuse,v1,yes,788.7260214531643,788.6588125278959,792.7649661458522,1.1607729969306224
comment-table,310,comments,gfm,reuse,md4c,yes,2127.529073508995,2105.6232901936028,2150.2639519736067,0.4303263720713074
comment-table,310,comments,gfm,reuse,pulldown-cmark,yes,1148.522662667049,1137.747739422202,1163.119573841532,0.797138704736873
comment-table,310,comments,gfm,reuse,bun,yes,2189.525469650963,2167.4870102594427,2225.558373251817,0.4181416842916666
comment-review-long,957,comments,gfm,reuse,v2,yes,654.9907076262419,654.4325185931609,655.5844323694861,1.0
comment-review-long,957,comments,gfm,reuse,ox-content,yes,661.8446846876654,660.7049924154702,666.7868166666667,0.9896441306850443
comment-review-long,957,comments,gfm,reuse,v1,yes,770.5122146294021,767.1909280554953,775.4425249809531,0.850071803133292
comment-review-long,957,comments,gfm,reuse,md4c,yes,2106.3548398453777,2101.499047996554,2114.1863415406206,0.3109593384912882
comment-review-long,957,comments,gfm,reuse,pulldown-cmark,yes,1570.5871832894081,1568.3519816440412,1582.3181046614204,0.4170355613461978
comment-review-long,957,comments,gfm,reuse,bun,yes,4543.864816576087,4540.171139039855,4566.415716240876,0.14414837017968185
comment-incident,1124,comments,gfm,reuse,v2,no,1218.1591093250568,1217.8767784933443,1234.2798772211254,1.0
comment-incident,1124,comments,gfm,reuse,ox-content,no,1215.5949010417798,1206.6139901061774,1231.8297513804077,1.0021094266528094
comment-incident,1124,comments,gfm,reuse,v1,no,1218.3253901920002,1208.6201539855074,1232.9649086354,0.9998635168664447
comment-incident,1124,comments,gfm,reuse,md4c,no,2710.9785047122527,2709.7250110191235,2758.8716060818233,0.449342961298896
comment-incident,1124,comments,gfm,reuse,pulldown-cmark,no,2080.6548598231907,2080.538750044914,2101.86614069597,0.5854690909325408
comment-incident,1124,comments,gfm,reuse,bun,no,5433.56838474026,5430.992424242424,5553.985027962143,0.22419136432443892
guard-angle-link,41,syntax-guard,commonmark,reuse,v2,no,181.25779869490808,179.9190123109139,181.29030723021987,1.0
guard-angle-link,41,syntax-guard,commonmark,reuse,ox-content,no,190.97372325336778,189.60870205431092,192.32526499863678,0.9491242858287398
guard-angle-link,41,syntax-guard,commonmark,reuse,v1,no,295.32258687407165,292.87498427645664,297.2565850935862,0.6137620580040433
guard-angle-link,41,syntax-guard,commonmark,reuse,md4c,no,944.2091785164921,938.0656475816527,944.9087171677056,0.19196784231614217
guard-angle-link,41,syntax-guard,commonmark,reuse,pulldown-cmark,no,314.22343024782083,313.36032942506836,317.45795822524246,0.5768436763355114
guard-angle-link,41,syntax-guard,commonmark,reuse,bun,no,466.2114053976098,463.0480468304183,470.2188278109264,0.38878885543420333
legacy-contributing,9323,technical-docs,gfm,reuse,v2,no,10866.80132707084,10781.065164032567,10867.674906296852,1.0
legacy-contributing,9323,technical-docs,gfm,reuse,ox-content,no,11026.761239035088,10954.557201086958,11058.779631947678,0.9854934818577566
