name,group,feature,workload,document,target_bytes,byte_count,mode,off_ns,on_ns,on_over_off,ratio_min,ratio_max,pairs,round_ratios,html_equal,ast_equal,off_html_bytes,on_html_bytes
parser.line_comments-plain-300,feature,parser.line_comments,plain,,300,330,parse,113.16883645976678,113.90220194270302,1.0046337395436198,0.9998382578874602,1.0144561176139857,9,"[1.000613849226532, 1.0041735157504115, 1.0071472422340573]",True,True,342,342
parser.line_comments-plain-300,feature,parser.line_comments,plain,,300,330,render,52.19019088813921,52.334756832797424,1.0017050810195398,0.9909887409229519,1.0134593198223665,9,"[1.0017050810195398, 0.9997738322045263, 1.0022314984023932]",True,True,342,342
parser.line_comments-plain-300,feature,parser.line_comments,plain,,300,330,fresh,498.0311105799872,492.36307695337115,0.9894684534093037,0.9811962355364965,1.0233056909593612,9,"[1.014719438327268, 0.9843875219523203, 0.9894684534093037]",True,True,342,342
parser.line_comments-plain-300,feature,parser.line_comments,plain,,300,330,reuse,163.25121447973254,163.78313987003457,1.004811083542844,1.0005874250060203,1.0114809117910137,9,"[1.0049389970221572, 1.0058327989384968, 1.0019539721079067]",True,True,342,342
parser.line_comments-plain-4096,feature,parser.line_comments,plain,,4096,4125,parse,1165.7422865398955,1170.7933520599252,1.0102768926384593,0.998191801536592,1.0146657185875998,9,"[1.0111441820876792, 1.0125477714899476, 1.0030232775368029]",True,True,4275,4275
parser.line_comments-plain-4096,feature,parser.line_comments,plain,,4096,4125,render,534.3889791381669,534.172782809296,0.9992571433988537,0.9940843922957251,1.0051020618051956,9,"[0.9992571433988537, 0.9967402452525371, 0.9995954326580246]",True,True,4275,4275
parser.line_comments-plain-4096,feature,parser.line_comments,plain,,4096,4125,fresh,2114.0466638513512,2118.2867123983738,1.0038059461102373,0.9962351423362992,1.009881605912101,9,"[1.005021625295115, 0.999064592444469, 1.0038059461102373]",True,True,4275,4275
parser.line_comments-plain-4096,feature,parser.line_comments,plain,,4096,4125,reuse,1695.3125,1704.674175299891,1.00493771872404,1.0013315873917803,1.0118051341033314,9,"[1.0070354034952316, 1.00493771872404, 1.0040904641403945]",True,True,4275,4275
parser.line_comments-plain-65536,feature,parser.line_comments,plain,,65536,65670,parse,18124.491020114943,18266.684956395347,1.0089751629834323,0.9985843676502882,1.0313399522961062,9,"[1.0089751629834323, 1.0085478138339623, 1.0302384030522371]",True,True,68058,68058
parser.line_comments-plain-65536,feature,parser.line_comments,plain,,65536,65670,render,8449.575772849463,8430.898689516129,0.9989353747498975,0.9908862868063967,1.0038301913738015,9,"[1.0020593371875737, 0.9989353747498975, 0.9973001453236805]",True,True,68058,68058
parser.line_comments-plain-65536,feature,parser.line_comments,plain,,65536,65670,fresh,27094.266163793105,27213.78879310345,1.004448135250171,0.9965852046821767,1.0105529001610798,9,"[1.0035757678264132, 1.004448135250171, 1.0096704706337558]",True,True,68058,68058
parser.line_comments-plain-65536,feature,parser.line_comments,plain,,65536,65670,reuse,26656.647245762713,26661.039194915254,1.0037340737236848,0.9934522634742611,1.0113416700374764,9,"[0.9971119908203019, 1.0095720091276326, 1.0028703077563328]",True,True,68058,68058
